"","var_name","var_desc","var_type","class","var_labels","var_levels"
"1038","cv010_10","Highest level of education - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1039","cv010_10","Highest level of education - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1040","cv010_10","Highest level of education - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1041","cv010_10","Highest level of education - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1042","cv010_10","Highest level of education - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1043","cv010_10","Highest level of education - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1044","cv010_10","Highest level of education - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1045","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1046","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1047","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1048","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1049","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1050","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1051","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1052","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1053","cv010_11","Highest level of education - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1054","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1055","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1056","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1057","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1058","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1059","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1060","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1061","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1062","cv010_12","Highest level of education - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1063","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1064","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1065","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1066","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1067","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1068","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1069","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1070","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1071","cv010_13","Highest level of education - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1072","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1073","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1074","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1075","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1076","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1077","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1078","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1079","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1080","cv010_14","Highest level of education - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1081","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1082","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1083","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1084","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1085","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1086","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1087","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1088","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1089","cv010_15","Highest level of education - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1090","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1091","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1092","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1093","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1094","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1095","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1096","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1097","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1098","cv010_16","Highest level of education - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1099","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1100","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1101","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1102","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1103","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1104","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1105","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1106","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1107","cv010_17","Highest level of education - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1108","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1109","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1110","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1111","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1112","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1113","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1114","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1115","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1116","cv010_18","Highest level of education - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1117","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1118","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1119","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1120","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1121","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1122","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1123","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1124","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1125","cv010_19","Highest level of education - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1126","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1127","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1128","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1129","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1130","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1131","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1132","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1133","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1134","cv010_20","Highest level of education - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1135","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1136","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1137","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1138","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1139","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1140","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1141","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1142","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1143","cv010_21","Highest level of education - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1144","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1145","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1146","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1147","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1148","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1149","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1150","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1151","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1152","cv010_22","Highest level of education - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1153","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1154","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1155","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1156","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1157","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1158","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1159","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1160","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1161","cv010_23","Highest level of education - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1162","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1163","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1164","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1165","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1166","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1167","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1168","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1169","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1170","cv010_24","Highest level of education - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1171","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1172","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1173","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1174","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1175","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1176","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1177","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1178","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1179","cv010_25","Highest level of education - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1180","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1181","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1182","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1183","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1184","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1185","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1186","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1187","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1188","cv010_26","Highest level of education - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1189","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1190","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1191","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1192","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1193","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
"1194","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","6 Diploma and certificate holders",6
"1195","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","7 Graduate degree (B.A., B.Sc., B. Com.) completed",7
"1196","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","8 Post-graduate degree or (M.A., M.Sc., M. Com.) above (M.Phil, Ph.D., Post-Doc) completed",8
"1197","cv010_27","Highest level of education - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","9 Professional course/degree (B.Ed, BE, B.Tech, MBBS, BHMS, BAMS, B.Pharm, BCS, BCA, BBA, LLB) (BVSc., B. Arch, M.Ed, ME, M.Tech, MD, M.Pharm, MCS, MCA, MBA,LLM, MVSc., M. Arch, MS, CA, CS, CWA) completed",9
"1198","cv010_28","Highest level of education - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Less than Primary school (Standard 1-4)",1
"1199","cv010_28","Highest level of education - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Primary school completed (Standard 5-7)",2
"1200","cv010_28","Highest level of education - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Middle school completed (Standard 8- 9)",3
"1201","cv010_28","Highest level of education - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Secondary school/Matriculation completed",4
"1202","cv010_28","Highest level of education - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","5 Higher secondary/intermediate/senior secondary completed",5
